x-axis,1,2
second,Volt,Volt
+53.200000E-03,+4.305149214E+00,+5.646985E-03
+53.201532E-03,+4.490077020E+00,+1.787656E-03
+53.203064E-03,+4.305149150E+00,-4.162109E-03
+53.204596E-03,+4.297110587E+00,-12.121926E-03
+53.206127E-03,+4.490077116E+00,-16.302798E-03
+53.207659E-03,+4.112182492E+00,-16.463568E-03
+53.209191E-03,+4.482038747E+00,-12.604236E-03
+53.210723E-03,+4.498115614E+00,-4.724802E-03
+53.212255E-03,+4.112182299E+00,-4.403266E-03
+53.213787E-03,+4.482038940E+00,-6.332933E-03
+53.215319E-03,+4.498115614E+00,-8.342984E-03
+53.216850E-03,+4.498115614E+00,-10.353034E-03
+53.218382E-03,+4.305148828E+00,-12.363085E-03
+53.219914E-03,+4.297110587E+00,-14.373135E-03
+53.221446E-03,+4.297110587E+00,-8.664512E-03
+53.222978E-03,+4.683044353E+00,-4.564029E-03
+53.224510E-03,+4.313186811E+00,+1.385741E-03
+53.226042E-03,+4.297110587E+00,+5.486223E-03
+53.227574E-03,+4.490077566E+00,+5.646985E-03
+53.229105E-03,+4.498115614E+00,+1.787645E-03
+53.230637E-03,+4.498115614E+00,-302.786E-06
+53.232169E-03,+4.305148538E+00,-6.172178E-03
+53.233701E-03,+4.297110587E+00,-10.272658E-03
+53.235233E-03,+4.104143447E+00,-10.433417E-03
+53.236765E-03,+4.289072733E+00,-10.433417E-03
+53.238297E-03,+4.490077792E+00,-4.644401E-03
+53.239828E-03,+4.305148378E+00,-8.262611E-03
+53.241360E-03,+4.490077856E+00,-6.493694E-03
+53.242892E-03,+4.305148313E+00,-12.202335E-03
+53.244424E-03,+4.297110587E+00,-12.443467E-03
+53.245956E-03,+4.297110587E+00,-10.513793E-03
+53.247488E-03,+4.297110587E+00,-6.574069E-03
+53.249020E-03,+4.297110587E+00,+3.235055E-03
+53.250551E-03,+4.297110587E+00,+5.566609E-03
+53.252083E-03,+4.297110587E+00,+5.646985E-03
+53.253615E-03,+4.297110587E+00,+5.646985E-03
+53.255147E-03,+4.297110587E+00,+5.646985E-03
+53.256679E-03,+4.490078178E+00,-142.043E-06
+53.258211E-03,+4.498115614E+00,-8.101870E-03
+53.259743E-03,+4.498115614E+00,-6.493690E-03
+53.261275E-03,+4.305147927E+00,-10.272670E-03
+53.262806E-03,+4.490078306E+00,-4.644385E-03
+53.264338E-03,+4.498115614E+00,-4.403266E-03
+53.265870E-03,+4.498115614E+00,+3.315445E-03
+53.267402E-03,+4.498115614E+00,+3.636935E-03
