x-axis,1,2
second,Volt,Volt
+53.20000E-03,+4.29711059E+00,-2.31283E-03
+53.25000E-03,+4.29711059E+00,-2.79528E-03
+53.30000E-03,+4.44987073E+00,-383.17E-06
+53.35000E-03,+4.29711059E+00,-383.17E-06
+53.40000E-03,+4.59459225E+00,+662.12E-06
+53.45000E-03,+4.49811561E+00,+1.30521E-03
+53.50000E-03,+4.49811561E+00,+1.22495E-03
+53.55000E-03,+4.58656675E+00,+742.37E-06
+53.60000E-03,+4.68303027E+00,-222.26E-06
+53.65000E-03,+4.44184523E+00,-945.87E-06
+53.70000E-03,+4.62674676E+00,-3.11695E-03
+53.75000E-03,+4.49811561E+00,-2.39322E-03
+53.80000E-03,+4.42576798E+00,-1.10664E-03
+53.85000E-03,+4.55441224E+00,-946.13E-06
+53.90000E-03,+4.49811561E+00,-543.81E-06
+53.95000E-03,+4.29711059E+00,-1.26741E-03
+54.00000E-03,+4.45789624E+00,+822.50E-06
+54.05000E-03,+4.32925197E+00,-383.17E-06
+54.10000E-03,+4.30510985E+00,-1.34819E-03
+54.15000E-03,+4.14438981E+00,-383.17E-06
+54.20000E-03,+4.29711059E+00,-383.17E-06
+54.25000E-03,+4.49811561E+00,-784.70E-06
+54.30000E-03,+4.10417043E+00,-463.81E-06
+54.35000E-03,+4.22469734E+00,-383.17E-06
+54.40000E-03,+4.09610556E+00,-383.17E-06
+54.45000E-03,+3.90311292E+00,-383.17E-06
+54.50000E-03,+4.09610556E+00,-1.18690E-03
+54.55000E-03,+4.20056834E+00,+1.62688E-03
+54.60000E-03,+4.27302095E+00,-383.17E-06
+54.65000E-03,+4.09610556E+00,-383.17E-06
+54.70000E-03,+3.89510053E+00,-3.75939E-03
+54.75000E-03,+4.05593867E+00,-2.39322E-03
+54.80000E-03,+3.89510053E+00,+501.61E-06
+54.85000E-03,+3.71021213E+00,-544.33E-06
+54.90000E-03,+3.63785137E+00,-1.83077E-03
+54.95000E-03,+3.62169538E+00,-945.21E-06
+55.00000E-03,+3.49312985E+00,-382.77E-06
+55.05000E-03,+3.62177411E+00,-1.10638E-03
+55.10000E-03,+3.43676761E+00,-383.17E-06
+55.15000E-03,+3.30812334E+00,-383.17E-06
+55.20000E-03,+3.20368681E+00,+742.90E-06
+55.25000E-03,+3.21159422E+00,-4.00081E-03
+55.30000E-03,+3.25997031E+00,-383.17E-06
+55.35000E-03,+2.99455130E+00,+582.13E-06
+55.40000E-03,+2.89007540E+00,+1.14352E-03
+55.45000E-03,+2.84188301E+00,+1.14496E-03
