x-axis,1,2
second,Volt,Volt
+53.200000E-03,+4.305149214E+00,+1.466112E-03
+53.201532E-03,+4.490077020E+00,-302.780E-06
+53.203064E-03,+4.305149150E+00,-383.166E-06
+53.204596E-03,+4.490077084E+00,+1.546499E-03
+53.206127E-03,+4.305149085E+00,-302.781E-06
+53.207659E-03,+4.297110587E+00,+1.546500E-03
+53.209191E-03,+4.683043774E+00,-2.232447E-03
+53.210723E-03,+4.313187390E+00,+1.466117E-03
+53.212255E-03,+4.297110587E+00,-2.232449E-03
+53.213787E-03,+4.297110587E+00,+1.466118E-03
+53.215319E-03,+4.490077309E+00,-302.783E-06
+53.216850E-03,+4.305148860E+00,+1.546502E-03
+53.218382E-03,+4.490077374E+00,-4.162119E-03
+53.219914E-03,+4.498115614E+00,-2.473598E-03
+53.221446E-03,+4.498115614E+00,-2.393216E-03
+53.222978E-03,+4.305148731E+00,-8.182222E-03
+53.224510E-03,+4.490077502E+00,-4.564028E-03
+53.226042E-03,+4.305148667E+00,-2.473597E-03
+53.227574E-03,+4.297110587E+00,-463.546E-06
+53.229105E-03,+4.490077599E+00,-2.312836E-03
+53.230637E-03,+4.498115614E+00,-2.393216E-03
+53.232169E-03,+4.498115614E+00,-2.393216E-03
+53.233701E-03,+4.112181399E+00,-463.545E-06
+53.235233E-03,+4.482039840E+00,-2.312837E-03
+53.236765E-03,+4.305148442E+00,-4.322888E-03
+53.238297E-03,+4.297110587E+00,-2.473594E-03
+53.239828E-03,+4.297110587E+00,-4.322888E-03
+53.241360E-03,+4.297110587E+00,-4.403266E-03
+53.242892E-03,+4.490077888E+00,-4.403266E-03
+53.244424E-03,+4.305148281E+00,-543.920E-06
+53.245956E-03,+4.490077952E+00,-2.312839E-03
+53.247488E-03,+4.498115614E+00,-4.322890E-03
+53.249020E-03,+4.305148185E+00,-6.332940E-03
+53.250551E-03,+4.297110587E+00,-8.342991E-03
+53.252083E-03,+4.490078081E+00,-704.667E-06
+53.253615E-03,+4.498115614E+00,-2.312841E-03
+53.255147E-03,+4.498115614E+00,-2.393216E-03
+53.256679E-03,+4.305148024E+00,-2.393216E-03
+53.258211E-03,+4.490078210E+00,-2.393216E-03
+53.259743E-03,+4.305147960E+00,-463.539E-06
+53.261275E-03,+4.490078274E+00,-383.166E-06
+53.262806E-03,+4.498115614E+00,+1.546511E-03
+53.264338E-03,+4.305147863E+00,+5.486240E-03
+53.265870E-03,+4.490078370E+00,-142.048E-06
+53.267402E-03,+4.305147799E+00,-2.312844E-03
+53.268934E-03,+4.297110587E+00,+1.466141E-03
