x-axis,1,2
second,Volt,Volt
+53.200000E-03,+4.305149214E+00,+5.164667E-03
+53.201532E-03,+4.490077020E+00,+3.717321E-03
+53.203064E-03,+4.305149150E+00,+1.707270E-03
+53.204596E-03,+4.104144091E+00,-2.232445E-03
+53.206127E-03,+4.289072090E+00,+3.395780E-03
+53.207659E-03,+4.297110587E+00,+1.707269E-03
+53.209191E-03,+4.490077181E+00,+1.626885E-03
+53.210723E-03,+4.305148989E+00,+3.556551E-03
+53.212255E-03,+4.490077245E+00,+3.636935E-03
+53.213787E-03,+4.305148924E+00,+3.636935E-03
+53.215319E-03,+4.297110587E+00,-2.152067E-03
+53.216850E-03,+4.490077341E+00,-463.548E-06
+53.218382E-03,+4.498115614E+00,+1.546502E-03
+53.219914E-03,+4.498115614E+00,+1.626885E-03
+53.221446E-03,+4.305148764E+00,-302.784E-06
+53.222978E-03,+4.490077470E+00,+1.546503E-03
+53.224510E-03,+4.498115614E+00,-302.785E-06
+53.226042E-03,+4.305148667E+00,-383.166E-06
+53.227574E-03,+4.490077566E+00,-2.312835E-03
+53.229105E-03,+4.305148603E+00,-2.393216E-03
+53.230637E-03,+4.490077631E+00,-2.393216E-03
+53.232169E-03,+4.498115614E+00,-463.545E-06
+53.233701E-03,+4.305148506E+00,-2.312837E-03
+53.235233E-03,+4.490077727E+00,-2.393216E-03
+53.236765E-03,+4.498115614E+00,+5.325471E-03
+53.238297E-03,+4.498115614E+00,+3.717313E-03
+53.239828E-03,+4.498115614E+00,-4.081755E-03
+53.241360E-03,+4.305148345E+00,-8.262611E-03
+53.242892E-03,+4.490077888E+00,-2.634348E-03
+53.244424E-03,+4.498115614E+00,-463.543E-06
+53.245956E-03,+4.305148249E+00,-383.166E-06
+53.247488E-03,+4.297110587E+00,-2.312840E-03
+53.249020E-03,+4.297110587E+00,-6.252564E-03
+53.250551E-03,+4.490078049E+00,-2.553967E-03
+53.252083E-03,+4.498115614E+00,-2.393216E-03
+53.253615E-03,+4.498115614E+00,-6.252566E-03
+53.255147E-03,+4.305148056E+00,-4.483641E-03
+53.256679E-03,+4.490078178E+00,-2.473590E-03
+53.258211E-03,+4.498115614E+00,-4.322892E-03
+53.259743E-03,+4.498115614E+00,-4.403266E-03
+53.261275E-03,+4.498115614E+00,-6.332943E-03
+53.262806E-03,+4.305147895E+00,-2.553962E-03
+53.264338E-03,+4.490078338E+00,+3.395817E-03
+53.265870E-03,+4.691083397E+00,+1.707257E-03
+53.267402E-03,+4.313185010E+00,-6.091828E-03
